APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
chopda,maize,2014,-354.75,-489.75,jalgaon,maharashtra
chopda,maize,2015,-196.75,-207.41666666666674,jalgaon,maharashtra
chopda,maize,2016,-126.0,-182.70000000000005,jalgaon,maharashtra
rahuri,bajri,2014,91.0,-12.25,ahmadnagar,maharashtra
nandura,pigeon pea (tur),2014,-25.0,-1266.5,buldhana,maharashtra
bhokardan-pimpalgaon renu,maize,2014,-224.33333333333326,-445.0,jalna,maharashtra
bhokardan-pimpalgaon renu,maize,2015,-138.91666666666674,-141.16666666666674,jalna,maharashtra
bhokardan-pimpalgaon renu,maize,2016,28.727272727272748,-35.27272727272725,jalna,maharashtra
kopargaon,maize,2014,-313.25,-610.0,ahmadnagar,maharashtra
kopargaon,maize,2015,-104.25,-123.91666666666674,ahmadnagar,maharashtra
kopargaon,maize,2016,3.400000000000091,-89.90000000000009,ahmadnagar,maharashtra
ahmedpur,sorgum(jawar),2014,-593.0,-815.0,latur,maharashtra
ahmedpur,sorgum(jawar),2015,-1.5714285714286689,-222.71428571428578,latur,maharashtra
ahmedpur,sorgum(jawar),2016,-159.81818181818176,-266.090909090909,latur,maharashtra
latur-murud,safflower,2015,-800.0,-2050.0,latur,maharashtra
lohara,maize,2015,-25.0,-25.0,osmanabad,maharashtra
hingoli,pigeon pea (tur),2014,-8.66666666666697,-1385.6666666666665,hingoli,maharashtra
ahmedpur,bajri,2014,-139.0,-664.0,latur,maharashtra
ahmedpur,bajri,2015,-60.75,-287.75,latur,maharashtra
ahmedpur,bajri,2016,-4.272727272727252,-90.90909090909099,latur,maharashtra
sangali,bajri,2014,66.25,-305.25,sangli,maharashtra
manmad,sorgum(jawar),2016,-62.5,-181.70000000000005,nasik,maharashtra
yeola,wheat(husked),2014,63.75,-520.75,nasik,maharashtra
yeola,wheat(husked),2015,-34.25,-60.5,nasik,maharashtra
sindevahi,paddy-unhusked,2014,1218.0,-339.0,chandrapur,maharashtra
sailu,cotton,2014,230.0,-1244.0,parbhani,maharashtra
sailu,cotton,2016,188.33333333333348,-408.8333333333335,parbhani,maharashtra
pusad,bajri,2014,239.0,-377.66666666666663,yewatmal,maharashtra
kopargaon,sorgum(jawar),2014,-72.66666666666674,-698.3333333333334,ahmadnagar,maharashtra
kopargaon,sorgum(jawar),2015,-376.75,-361.0,ahmadnagar,maharashtra
kopargaon,sorgum(jawar),2016,-142.20000000000005,-281.70000000000005,ahmadnagar,maharashtra
tumsar,wheat(husked),2014,-124.5,-403.25,bhandara,maharashtra
tumsar,wheat(husked),2015,-164.42857142857133,-159.28571428571422,bhandara,maharashtra
kopargaon,bajri,2014,-74.0,-534.5,ahmadnagar,maharashtra
kopargaon,bajri,2015,-18.818181818181756,-42.454545454545496,ahmadnagar,maharashtra
kopargaon,bajri,2016,135.0,-37.5,ahmadnagar,maharashtra
bhusaval,bajri,2014,39.0,-369.66666666666663,jalgaon,maharashtra
bhusaval,bajri,2015,-93.79999999999995,-8.400000000000091,jalgaon,maharashtra
lohara,sorgum(jawar),2015,372.0,-609.0,osmanabad,maharashtra
indapur,sorgum(jawar),2015,17.5,-187.875,pune,maharashtra
rahuri,maize,2014,-27.5,-237.0,ahmadnagar,maharashtra
rahuri,maize,2015,8.0,-79.59999999999991,ahmadnagar,maharashtra
varud-rajura bazar,wheat(husked),2014,-51.5,-348.25,amaravathi,maharashtra
varud-rajura bazar,wheat(husked),2015,-114.59999999999991,-112.29999999999995,amaravathi,maharashtra
ausa,sorgum(jawar),2014,-154.25,-594.5,latur,maharashtra
ausa,sorgum(jawar),2015,6.36363636363626,-53.0,latur,maharashtra
ausa,sorgum(jawar),2016,-132.5454545454545,-335.36363636363626,latur,maharashtra
nilanga,sorgum(jawar),2014,-524.0,-679.3333333333334,latur,maharashtra
nilanga,sorgum(jawar),2015,-333.33333333333326,-369.16666666666674,latur,maharashtra
nilanga,sorgum(jawar),2016,-353.625,-435.75,latur,maharashtra
jamner-neri,maize,2016,-18.555555555555657,-18.555555555555657,jalgaon,maharashtra
shrirampur,rice(paddy-hus),2014,-383.0,-383.0,ahmadnagar,maharashtra
shrirampur,rice(paddy-hus),2015,-214.0,-214.0,ahmadnagar,maharashtra
balapur,sorgum(jawar),2015,-373.66666666666674,-524.0833333333333,akola,maharashtra
balapur,sorgum(jawar),2016,-381.090909090909,-546.090909090909,akola,maharashtra
amarawati,sunflower,2015,-270.6666666666665,-270.6666666666665,amaravathi,maharashtra
majalgaon,sunflower,2014,-925.0,-1650.0,beed,maharashtra
majalgaon,sunflower,2015,-700.0,-801.0,beed,maharashtra
majalgaon,sunflower,2016,-761.5,-787.0,beed,maharashtra
gangakhed,cotton,2014,300.0,-1715.0,parbhani,maharashtra
gangakhed,cotton,2015,296.5,-227.5,parbhani,maharashtra
nandgaon,bajri,2014,-64.0,-64.0,nasik,maharashtra
ausa,paddy-unhusked,2014,-459.33333333333337,-681.6666666666666,latur,maharashtra
ausa,paddy-unhusked,2015,-690.5,-671.6666666666666,latur,maharashtra
ausa,paddy-unhusked,2016,-636.3333333333334,-765.6666666666666,latur,maharashtra
baramati,sunflower,2014,-751.0,-1781.0,pune,maharashtra
baramati,sunflower,2015,-764.5555555555557,-805.4444444444443,pune,maharashtra
baramati,sunflower,2016,-845.3333333333335,-1372.3333333333335,pune,maharashtra
pusad,maize,2014,-79.0,-79.0,yewatmal,maharashtra
bodwad-varangaon,maize,2016,-201.5,-201.5,jalgaon,maharashtra
umared,sunflower,2015,-863.0,-863.0,nagpur,maharashtra
umared,sunflower,2016,-738.0,-738.0,nagpur,maharashtra
lohara,sunflower,2015,-512.0,-512.0,osmanabad,maharashtra
lohara,sunflower,2016,-331.0,-331.0,osmanabad,maharashtra
ausa,sunflower,2014,-981.6666666666665,-2035.3333333333333,latur,maharashtra
ausa,sunflower,2015,-689.5,-826.9166666666665,latur,maharashtra
ausa,sunflower,2016,-822.0,-1209.7777777777778,latur,maharashtra
goregaon,paddy-unhusked,2016,-43.5,-43.5,gondiya,maharashtra
rahata,bajri,2014,44.5,-419.75,ahmadnagar,maharashtra
rahata,bajri,2015,-34.08333333333326,-29.583333333333258,ahmadnagar,maharashtra
rahata,bajri,2016,173.20000000000005,-97.5,ahmadnagar,maharashtra
mohol,wheat(husked),2014,-31.0,-239.75,solapur,maharashtra
taloda,wheat(husked),2014,32.66666666666674,-472.33333333333337,nandurbar,maharashtra
taloda,wheat(husked),2015,-52.90000000000009,-66.79999999999995,nandurbar,maharashtra
hinganghat,pigeon pea (tur),2014,58.75,-1013.75,wardha,maharashtra
sangali,sorgum(jawar),2014,78.75,-473.0,sangli,maharashtra
sangali,sorgum(jawar),2016,81.79999999999995,-210.29999999999995,sangli,maharashtra
mantha,wheat(husked),2014,-13.5,-474.5,jalna,maharashtra
mantha,wheat(husked),2015,-98.625,-90.875,jalna,maharashtra
pavani,wheat(husked),2014,-50.0,-164.0,bhandara,maharashtra
washim,paddy-unhusked,2014,-173.5,-173.5,wasim,maharashtra
washim,paddy-unhusked,2015,-99.40000000000009,-99.40000000000009,wasim,maharashtra
washim,paddy-unhusked,2016,-270.0,-270.0,wasim,maharashtra
balapur,maize,2015,-225.0,-225.0,akola,maharashtra
majalgaon,sorgum(jawar),2014,-455.25,-840.5,beed,maharashtra
majalgaon,sorgum(jawar),2015,-409.83333333333326,-430.16666666666674,beed,maharashtra
majalgaon,sorgum(jawar),2016,-231.18181818181824,-454.909090909091,beed,maharashtra
jamner,cotton,2014,16.5,-1335.0,jalgaon,maharashtra
jamner,cotton,2016,462.0,-102.85714285714266,jalgaon,maharashtra
jalgaon,maize,2014,-224.0,-555.0,jalgaon,maharashtra
jalgaon,maize,2015,-104.41666666666674,-125.75,jalgaon,maharashtra
jalgaon,maize,2016,-6.875,-127.125,jalgaon,maharashtra
jafrabad,cotton,2014,94.5,-1322.0,jalna,maharashtra
jafrabad,cotton,2015,-316.85714285714266,-368.7142857142858,jalna,maharashtra
jafrabad,cotton,2016,-159.5999999999999,-776.5999999999999,jalna,maharashtra
kej,wheat(husked),2014,49.0,-359.0,beed,maharashtra
kalamb (os),paddy-unhusked,2016,-320.0,-320.0,osmanabad,maharashtra
bhiwapur,wheat(husked),2015,-236.25,-236.25,nagpur,maharashtra
bhusaval,sorgum(jawar),2014,-417.33333333333326,-852.0,jalgaon,maharashtra
bhusaval,sorgum(jawar),2015,-400.08333333333326,-454.83333333333326,jalgaon,maharashtra
bhusaval,sorgum(jawar),2016,-311.5,-497.0999999999999,jalgaon,maharashtra
gevrai,cotton,2014,82.33333333333348,-1266.3333333333335,beed,maharashtra
gevrai,cotton,2015,-54.375,-79.125,beed,maharashtra
gevrai,cotton,2016,294.57142857142844,-411.42857142857156,beed,maharashtra
chopda,wheat(husked),2014,-1.25,-453.5,jalgaon,maharashtra
chopda,wheat(husked),2015,-142.0,-141.25,jalgaon,maharashtra
sindkhed raja,maize,2015,-15.0,-15.0,buldhana,maharashtra
sindkhed raja,maize,2016,-245.0,-245.0,buldhana,maharashtra
dound,wheat(husked),2014,93.0,-375.5,pune,maharashtra
dound,wheat(husked),2015,-6.3333333333332575,-2.7777777777778283,pune,maharashtra
jalgaon-masawat,maize,2016,-279.0,-387.33333333333337,jalgaon,maharashtra
sailu,safflower,2015,-579.0,-579.0,parbhani,maharashtra
aarni,pigeon pea (tur),2014,-190.0,-1343.0,yewatmal,maharashtra
akhadabalapur,wheat(husked),2014,340.75,-285.25,hingoli,maharashtra
shrirampur,bajri,2014,16.0,-386.25,ahmadnagar,maharashtra
jalgaon jamod,sorgum(jawar),2014,-350.0,-717.5,buldhana,maharashtra
jalgaon jamod,sorgum(jawar),2015,-405.625,-393.875,buldhana,maharashtra
jalgaon jamod,sorgum(jawar),2016,-395.75,-657.0,buldhana,maharashtra
jamner,sorgum(jawar),2015,-20.0,-20.0,jalgaon,maharashtra
daryapur,wheat(husked),2015,-217.5,-503.0,amaravathi,maharashtra
mangalwedha,bajri,2014,85.5,-112.75,solapur,maharashtra
shrirampur,sorgum(jawar),2014,34.5,-564.25,ahmadnagar,maharashtra
shrirampur,sorgum(jawar),2015,-95.83333333333326,-113.0,ahmadnagar,maharashtra
shrirampur,sorgum(jawar),2016,-83.27272727272725,-308.27272727272725,ahmadnagar,maharashtra
indapur-bhigwan,wheat(husked),2014,0.0,-506.0,pune,maharashtra
indapur-bhigwan,wheat(husked),2015,-51.66666666666674,-76.44444444444434,pune,maharashtra
nampur,maize,2016,-63.09999999999991,-63.09999999999991,nasik,maharashtra
kurdwadi-modnimb,wheat(husked),2015,-71.08333333333326,-137.08333333333326,solapur,maharashtra
paranda,maize,2015,-50.25,-50.25,osmanabad,maharashtra
paranda,maize,2016,-65.0,-65.0,osmanabad,maharashtra
sillod-bharadi,wheat(husked),2014,-100.0,-625.0,aurangabad,maharashtra
sillod-bharadi,wheat(husked),2015,-49.66666666666674,-266.0,aurangabad,maharashtra
talegaon dabhade,sorgum(jawar),2016,-864.0,-864.0,pune,maharashtra
tumsar,pigeon pea (tur),2014,-828.5,-1407.0,bhandara,maharashtra
parshiwani,cotton,2014,81.0,-1738.0,nagpur,maharashtra
parshiwani,cotton,2015,419.0,-662.0,nagpur,maharashtra
lonand,maize,2014,75.5,-362.25,satara,maharashtra
jintur-bori,pigeon pea (tur),2014,-151.75,-1435.25,parbhani,maharashtra
tuljapur,sorgum(jawar),2014,-266.0,-444.5,osmanabad,maharashtra
tuljapur,sorgum(jawar),2015,-137.91666666666674,-149.5,osmanabad,maharashtra
shirpur,pigeon pea (tur),2014,-749.6666666666665,-1737.0,dhule,maharashtra
sinner,pigeon pea (tur),2014,-1243.5,-2216.75,nasik,maharashtra
sinner,pigeon pea (tur),2015,-393.0999999999999,-419.0,nasik,maharashtra
shrirampur,maize,2014,-85.33333333333326,-381.66666666666663,ahmadnagar,maharashtra
shrirampur,maize,2015,-149.08333333333326,-149.16666666666674,ahmadnagar,maharashtra
shrirampur,maize,2016,-51.59999999999991,-116.5,ahmadnagar,maharashtra
mangalwedha,maize,2014,-122.75,-458.25,solapur,maharashtra
akola,pigeon pea (tur),2014,270.33333333333303,-1462.6666666666665,akola,maharashtra
rahuri-vambori,safflower,2014,-851.0,-851.0,ahmadnagar,maharashtra
rahuri-vambori,safflower,2015,-800.0,-800.0,ahmadnagar,maharashtra
jalgaon jamod,sunflower,2015,-1000.0,-1000.0,buldhana,maharashtra
kalamnuri,cotton,2014,469.0,-221.0,hingoli,maharashtra
kalamnuri,cotton,2016,640.0,-906.0,hingoli,maharashtra
jalna,sunflower,2014,-1350.0,-2550.0,jalna,maharashtra
jalna,sunflower,2015,-971.75,-1022.0,jalna,maharashtra
jalna,sunflower,2016,-750.0,-900.0,jalna,maharashtra
rahuri-vambori,sunflower,2014,-953.0,-953.0,ahmadnagar,maharashtra
rahuri-vambori,sunflower,2015,-838.0,-838.0,ahmadnagar,maharashtra
rahuri-vambori,sunflower,2016,-1011.1999999999998,-1011.1999999999998,ahmadnagar,maharashtra
akot,maize,2015,-275.2857142857142,-466.71428571428567,akola,maharashtra
akot,maize,2016,-187.66666666666674,-292.44444444444434,akola,maharashtra
latur-murud,wheat(husked),2015,-138.57142857142867,-190.8571428571429,latur,maharashtra
panvel,rice(paddy-hus),2016,-100.0,-100.0,raigad,maharashtra
ambejogai,wheat(husked),2014,114.75,-352.5,beed,maharashtra
malegaon,maize,2014,-251.25,-466.0,nasik,maharashtra
malegaon,maize,2015,-152.66666666666674,-158.75,nasik,maharashtra
jalgaon jamod,pigeon pea (tur),2014,-361.0,-1666.0,buldhana,maharashtra
vasai,paddy-unhusked,2014,96.5,-439.0,thane,maharashtra
vasai,paddy-unhusked,2016,-0.40000000000009095,-250.20000000000005,thane,maharashtra
vaduj,bajri,2014,147.0,-376.25,satara,maharashtra
mandhal,sunflower,2016,-23.5,-23.5,nagpur,maharashtra
chalisgaon,wheat(husked),2014,-58.66666666666674,-219.0,jalgaon,maharashtra
chalisgaon,wheat(husked),2015,-95.875,-93.125,jalgaon,maharashtra
gondiya,paddy-unhusked,2014,-1.0,-567.5,gondiya,maharashtra
gondiya,paddy-unhusked,2015,3.888888888888914,-71.88888888888891,gondiya,maharashtra
gondiya,paddy-unhusked,2016,73.36363636363626,-116.09090909090901,gondiya,maharashtra
ambejogai,bajri,2014,210.0,-86.25,beed,maharashtra
ambejogai,bajri,2016,157.33333333333326,-250.66666666666674,beed,maharashtra
gevrai,safflower,2015,-1133.5,-1369.5,beed,maharashtra
mahagaon,cotton,2014,83.5,-1346.5,yewatmal,maharashtra
sakri,pigeon pea (tur),2014,-2147.6666666666665,-2147.6666666666665,dhule,maharashtra
sakri,pigeon pea (tur),2016,-782.4285714285716,-782.4285714285716,dhule,maharashtra
basmat,sorgum(jawar),2014,-50.0,-800.0,hingoli,maharashtra
basmat,sorgum(jawar),2015,-425.0,-258.0,hingoli,maharashtra
basmat,sorgum(jawar),2016,-365.0,-379.33333333333326,hingoli,maharashtra
jafrabad,sorgum(jawar),2014,-658.5,-992.5,jalna,maharashtra
jafrabad,sorgum(jawar),2015,-626.8,-628.1,jalna,maharashtra
jafrabad,sorgum(jawar),2016,-573.3333333333333,-623.1666666666667,jalna,maharashtra
kalvan,bajri,2014,-153.66666666666674,-364.66666666666663,nasik,maharashtra
kalvan,bajri,2015,-58.08333333333326,-55.91666666666674,nasik,maharashtra
baramati,safflower,2015,-649.6666666666665,-1141.6666666666665,pune,maharashtra
solapur,bajri,2014,69.5,-236.25,solapur,maharashtra
dondaicha-sindkheda,sesamum,2016,-844.0,-844.0,dhule,maharashtra
bhokardan,sorgum(jawar),2014,-334.0,-727.5,jalna,maharashtra
bhokardan,sorgum(jawar),2015,-422.4545454545455,-417.81818181818176,jalna,maharashtra
bhokardan,sorgum(jawar),2016,-206.0,-334.4545454545455,jalna,maharashtra
nira,sorgum(jawar),2015,4.444444444444343,-171.0,pune,maharashtra
rahuri-vambori,maize,2014,-236.0,-529.3333333333334,ahmadnagar,maharashtra
rahuri-vambori,maize,2015,-28.416666666666742,-38.83333333333326,ahmadnagar,maharashtra
rahuri-vambori,maize,2016,-10.0,-169.28571428571422,ahmadnagar,maharashtra
daryapur,sesamum,2016,-450.0,-450.0,amaravathi,maharashtra
barshi,paddy-unhusked,2014,8.0,-454.0,solapur,maharashtra
barshi,paddy-unhusked,2016,224.5454545454545,-53.36363636363626,solapur,maharashtra
pulgaon,pigeon pea (tur),2014,-350.0,-2350.0,wardha,maharashtra
chalisgaon,sesamum,2016,-349.0,-349.0,jalgaon,maharashtra
pachora,maize,2015,-101.33333333333326,-101.33333333333326,jalgaon,maharashtra
pachora,maize,2016,-97.44444444444434,-97.44444444444434,jalgaon,maharashtra
mantha,safflower,2014,-830.0,-830.0,jalna,maharashtra
mantha,safflower,2015,-775.0,-775.0,jalna,maharashtra
dudhani,maize,2014,-258.66666666666674,-651.0,solapur,maharashtra
dudhani,maize,2015,-41.454545454545496,-80.27272727272725,solapur,maharashtra
dudhani,maize,2016,25.59999999999991,-51.40000000000009,solapur,maharashtra
shirpur,sorgum(jawar),2014,-242.5,-703.75,dhule,maharashtra
shirpur,sorgum(jawar),2015,-326.66666666666674,-331.0,dhule,maharashtra
shirpur,sorgum(jawar),2016,-167.5454545454545,-406.63636363636374,dhule,maharashtra
ambejogai,maize,2014,-35.0,-35.0,beed,maharashtra
ambejogai,maize,2015,-68.0,-68.0,beed,maharashtra
navapur,maize,2014,-310.0,-693.0,nandurbar,maharashtra
navapur,maize,2015,27.0,-373.0,nandurbar,maharashtra
navapur,maize,2016,-17.444444444444343,-91.0,nandurbar,maharashtra
kej,bajri,2014,210.66666666666674,-327.0,beed,maharashtra
kej,bajri,2016,10.5,-162.20000000000005,beed,maharashtra
shahada,maize,2014,-259.75,-406.75,nandurbar,maharashtra
shahada,maize,2015,-160.27272727272725,-169.090909090909,nandurbar,maharashtra
shahada,maize,2016,-55.454545454545496,-113.0,nandurbar,maharashtra
vaijapur,sunflower,2015,-516.5,-1467.0,aurangabad,maharashtra
vaijapur,sunflower,2016,-482.3333333333335,-383.0,aurangabad,maharashtra
amalner,bajri,2014,-98.33333333333326,-553.6666666666666,jalgaon,maharashtra
amalner,bajri,2015,-46.33333333333326,-91.5,jalgaon,maharashtra
amalner,bajri,2016,128.81818181818176,-4.63636363636374,jalgaon,maharashtra
akkolkot,wheat(husked),2014,1.0,-483.0,solapur,maharashtra
akkolkot,wheat(husked),2015,-98.33333333333326,-32.66666666666674,solapur,maharashtra
vaijapur,safflower,2014,-550.0,-1800.0,aurangabad,maharashtra
vaijapur,safflower,2015,-984.5999999999999,-834.8000000000002,aurangabad,maharashtra
parli-vaijnath,wheat(husked),2014,-95.5,-504.0,beed,maharashtra
parli-vaijnath,wheat(husked),2015,-99.29999999999995,-80.0,beed,maharashtra
partur,sorgum(jawar),2014,-444.5,-887.5,jalna,maharashtra
partur,sorgum(jawar),2015,-296.36363636363626,-394.81818181818176,jalna,maharashtra
partur,sorgum(jawar),2016,0.3636363636362603,-226.909090909091,jalna,maharashtra
ausa,mustard,2014,201.0,-1450.0,latur,maharashtra
wardha,wheat(husked),2014,9.25,-497.25,wardha,maharashtra
wardha,wheat(husked),2015,-66.0,-83.0,wardha,maharashtra
sangamner,maize,2014,23.0,-361.0,ahmadnagar,maharashtra
sangamner,maize,2016,102.14285714285711,-76.28571428571422,ahmadnagar,maharashtra
malegaon,wheat(husked),2014,-43.25,-392.25,nasik,maharashtra
malegaon,wheat(husked),2015,-63.36363636363626,-64.63636363636374,nasik,maharashtra
barshi-vairag,sorgum(jawar),2014,-346.75,-787.5,solapur,maharashtra
barshi-vairag,sorgum(jawar),2015,-100.75,-154.08333333333326,solapur,maharashtra
barshi-vairag,sorgum(jawar),2016,76.55555555555566,-154.77777777777783,solapur,maharashtra
lasalgaon-vinchur,wheat(husked),2015,-63.625,-193.875,nasik,maharashtra
mukhed,sorgum(jawar),2015,-142.0,-142.0,nanded,maharashtra
mukhed,sorgum(jawar),2016,-287.5,-287.5,nanded,maharashtra
katol,wheat(husked),2014,39.66666666666674,-518.6666666666666,nagpur,maharashtra
katol,wheat(husked),2015,-81.16666666666674,-95.91666666666674,nagpur,maharashtra
ambad(vadi godri),maize,2014,-426.0,-426.0,jalna,maharashtra
ambad(vadi godri),maize,2015,-257.66666666666674,-257.66666666666674,jalna,maharashtra
ambad(vadi godri),maize,2016,-125.5,-125.5,jalna,maharashtra
jalkot,sorgum(jawar),2015,-245.5,-498.75,latur,maharashtra
jalkot,sorgum(jawar),2016,-146.63636363636374,-257.4545454545455,latur,maharashtra
kalamb (os),bajri,2014,82.5,-313.75,osmanabad,maharashtra
kalamb (os),bajri,2016,65.63636363636374,-8.090909090909008,osmanabad,maharashtra
kej,maize,2014,52.0,-505.0,beed,maharashtra
kej,maize,2015,116.57142857142867,-26.0,beed,maharashtra
kej,maize,2016,84.79999999999995,-76.90000000000009,beed,maharashtra
shevgaon-bodhegaon,sorgum(jawar),2014,-19.0,-599.25,ahmadnagar,maharashtra
shevgaon-bodhegaon,sorgum(jawar),2015,-147.5,-149.5,ahmadnagar,maharashtra
shevgaon-bodhegaon,sorgum(jawar),2016,-4.400000000000091,-285.0999999999999,ahmadnagar,maharashtra
kej,pigeon pea (tur),2014,33.5,-1629.5,beed,maharashtra
sindkhed raja,bajri,2015,-75.0,-75.0,buldhana,maharashtra
kurdwadi,gr.nut kernels,2015,-205.0,-205.0,solapur,maharashtra
ambad(vadi godri),bajri,2014,-22.5,-543.5,jalna,maharashtra
ambad(vadi godri),bajri,2015,-92.57142857142867,-111.85714285714289,jalna,maharashtra
ambad(vadi godri),bajri,2016,139.66666666666674,-52.111111111111086,jalna,maharashtra
dondaicha,pigeon pea (tur),2014,-318.3333333333335,-1401.6666666666665,dhule,maharashtra
majalgaon,safflower,2015,-800.0,-800.0,beed,maharashtra
amarawati,maize,2014,-100.0,-568.0,amaravathi,maharashtra
amarawati,maize,2015,-127.5,-136.5,amaravathi,maharashtra
amarawati,maize,2016,85.63636363636374,-4.090909090909008,amaravathi,maharashtra
washi(osmanabad),maize,2016,-45.0,-45.0,osmanabad,maharashtra
jalgaon,wheat(husked),2014,-9.5,-454.0,jalgaon,maharashtra
jalgaon,wheat(husked),2015,-99.4545454545455,-106.18181818181824,jalgaon,maharashtra
maregaon,cotton,2015,-56.75,-56.75,yewatmal,maharashtra
taloda,maize,2014,-324.0,-684.3333333333334,nandurbar,maharashtra
taloda,maize,2015,-233.8888888888889,-273.8888888888889,nandurbar,maharashtra
taloda,maize,2016,-180.75,-335.0,nandurbar,maharashtra
bhusaval,maize,2014,-285.75,-475.5,jalgaon,maharashtra
bhusaval,maize,2015,-191.875,-206.75,jalgaon,maharashtra
bhusaval,maize,2016,-83.42857142857133,-116.0,jalgaon,maharashtra
indapur,bajri,2014,250.0,-573.0,pune,maharashtra
digras,bajri,2015,300.0,-88.0,yewatmal,maharashtra
latur,bajri,2014,-139.33333333333326,-492.0,latur,maharashtra
latur,bajri,2015,-25.444444444444343,-49.66666666666674,latur,maharashtra
latur,bajri,2016,151.5454545454545,-41.0,latur,maharashtra
sonpeth,pigeon pea (tur),2014,137.75,-1102.0,parbhani,maharashtra
aurad shahajani,wheat(husked),2015,-265.0,-265.0,latur,maharashtra
sillod-bharadi,bajri,2014,-150.0,-150.0,aurangabad,maharashtra
sillod-bharadi,bajri,2015,-87.5,-87.5,aurangabad,maharashtra
sillod,sunflower,2016,-1950.0,-1950.0,aurangabad,maharashtra
murtizapur,wheat(husked),2014,-54.25,-169.75,akola,maharashtra
murtizapur,wheat(husked),2015,-163.72727272727275,-163.090909090909,akola,maharashtra
kalyan,paddy-unhusked,2016,-60.0,-60.0,thane,maharashtra
savner,wheat(husked),2014,-82.0,-436.5,nagpur,maharashtra
savner,wheat(husked),2015,-202.83333333333326,-199.75,nagpur,maharashtra
deulgaon raja,sorgum(jawar),2016,-50.0,-50.0,buldhana,maharashtra
sillod-bharadi,pigeon pea (tur),2014,-1300.0,-1300.0,aurangabad,maharashtra
shirpur,sesamum,2014,2983.0,-608.0,dhule,maharashtra
shirpur,sesamum,2016,-310.125,-775.625,dhule,maharashtra
fulambri,maize,2014,-393.5,-393.5,aurangabad,maharashtra
fulambri,maize,2015,-227.33333333333326,-227.33333333333326,aurangabad,maharashtra
fulambri,maize,2016,-312.0,-312.0,aurangabad,maharashtra
kalamb (os),wheat(husked),2014,-7.75,-384.0,osmanabad,maharashtra
raver,maize,2014,-267.66666666666674,-660.6666666666666,jalgaon,maharashtra
raver,maize,2015,-188.909090909091,-215.72727272727275,jalgaon,maharashtra
raver,maize,2016,-99.5,-180.9000000000001,jalgaon,maharashtra
kalmeshwar,cotton,2014,136.5,-1329.0,nagpur,maharashtra
akot,sunflower,2015,-942.5,-1178.5,akola,maharashtra
akot,sunflower,2016,-986.0,-1321.3333333333335,akola,maharashtra
vaduj,maize,2014,9.0,-468.75,satara,maharashtra
vaduj,maize,2016,155.4545454545455,-74.18181818181824,satara,maharashtra
parli-vaijnath,bajri,2014,321.25,-188.5,beed,maharashtra
gevrai,maize,2014,-137.0,-603.0,beed,maharashtra
gevrai,maize,2015,-118.66666666666674,-132.91666666666674,beed,maharashtra
gevrai,maize,2016,22.799999999999955,-80.0,beed,maharashtra
dondaicha,bajri,2014,7.5,-487.25,dhule,maharashtra
dondaicha,bajri,2015,-146.58333333333326,-127.25,dhule,maharashtra
dondaicha,bajri,2016,-1.099999999999909,-230.4000000000001,dhule,maharashtra
tadkalas,sorgum(jawar),2016,-35.0,-35.0,parbhani,maharashtra
akola,wheat(husked),2014,-6.0,-626.3333333333334,akola,maharashtra
akola,wheat(husked),2015,-106.20000000000005,-162.79999999999995,akola,maharashtra
sindi (selu),sorgum(jawar),2016,-633.3333333333334,-633.3333333333334,wardha,maharashtra
dondaicha,sorgum(jawar),2014,-71.5,-257.75,dhule,maharashtra
dondaicha,sorgum(jawar),2015,-179.0,-191.83333333333326,dhule,maharashtra
dondaicha,sorgum(jawar),2016,-136.20000000000005,-226.70000000000005,dhule,maharashtra
katol,cotton,2014,119.0,-1346.5,nagpur,maharashtra
hadgaon-tamsa,cotton,2015,489.0,-1656.0,nanded,maharashtra
narkhed,cotton,2014,41.0,-1377.5,nagpur,maharashtra
mudkhed,sorgum(jawar),2015,-398.0,-398.0,nanded,maharashtra
mudkhed,sorgum(jawar),2016,-325.33333333333326,-325.33333333333326,nanded,maharashtra
loha,pigeon pea (tur),2014,216.25,-673.5,nanded,maharashtra
jalna-badnapur,sorgum(jawar),2014,-300.0,-300.0,jalna,maharashtra
jalna-badnapur,sorgum(jawar),2015,-390.5,-390.5,jalna,maharashtra
jalna-badnapur,sorgum(jawar),2016,-17.77777777777783,-17.77777777777783,jalna,maharashtra
zarijamini,sorgum(jawar),2015,-232.0,-232.0,yewatmal,maharashtra
zarijamini,sorgum(jawar),2016,-100.0,-100.0,yewatmal,maharashtra
paranda,sorgum(jawar),2015,-97.59999999999991,-344.4000000000001,osmanabad,maharashtra
paranda,sorgum(jawar),2016,-29.09090909090901,-66.5454545454545,osmanabad,maharashtra
akole,bajri,2014,158.0,-106.0,ahmadnagar,maharashtra
shrirampur,pigeon pea (tur),2014,-913.3333333333335,-1852.0,ahmadnagar,maharashtra
kolhapur-laxmipuri,maize,2014,90.0,-264.33333333333326,kolhapur,maharashtra
dudhani,bajri,2014,-144.5,-483.5,solapur,maharashtra
dudhani,bajri,2015,-46.200000000000045,-50.0,solapur,maharashtra
dudhani,bajri,2016,136.22222222222217,-88.55555555555566,solapur,maharashtra
khultabad,maize,2014,-435.0,-435.0,aurangabad,maharashtra
khultabad,maize,2015,-209.25,-209.25,aurangabad,maharashtra
